text,label,num_label
যদিও রাজেশ গত রাতে কাজ করছেন তবুও অফিসে তাকে কেউ দেখেনি।,Complex,1
যদিও বয়স তাদের ক্লান্ত করবে না তবুও সে নিন্দা করবে,Complex,1
যদিও অনিশ্চিত হওয়া অস্বস্তিকর তবে নিশ্চিত হতে হাস্যকর,Complex,1
যারা গান নিয়ে যুদ্ধে গিয়েছিল তারা ছিল তরুণ।,Complex,1
তুমি সেই যে ধূলিকণা ও ধূলার কাছেই ফিরে যেতে হবে।,Complex,2
যদিও আমি শুধু বাইরে যাচ্ছি তবে কিছু সময় থাকতে পারি,Complex,1
যদিও আমি স্বর্গে নয় তবে নরকে যেতে চাই,Complex,1
দুর্নীতিগ্রস্তের জনয় পরম ক্ষমতা একেবারে দূষিত করে,Simple,0
চোরকে যতেষ্ট দড়ি দিলে নিজেকে ঝুলিয়ে ফেলবে,Simple,0
ধনীদের জন্য এক আইন হওয়া স্বত্তেও গরিদের অন্য আইন,Simple,0
একজন মহিলাকে বুড়ো মনে হলেও একজন পুরুষকে দেখতে বুড়ো মনে হয়না ,Simple,0
"অর্থ একটি ভাল চাকর, হওয়া স্বত্তেও খারাপ মালিক",Simple,0
কথা বলার একটা সময় থাকলেও চুপ থাকারও একটা সময় আছে,Simple,0
আপনি একটি ঘোড়াকে জলের দিকে নিয়ে গেলেও এটিকে পান করতে পারবেন না,Simple,0
তিনি পরীক্ষায় প্রতারণা না করা স্বত্তেও তার ভুল ছিলো,Simple,0
আমি অসুুস্থ  হওয়া স্বত্তেও কাজে যেতে হবে,Simple,0
আমি ডজার্ট হতে চাইলেও ক্যালরি গণনা করছি ,Simple,0
তার টাকা ফুরিয়ে যাওয়ার কারনে তাকে জুজু খেলা বন্ধ করতে হয়েছিল।,Simple,0
তারা তাড়াতাড়ি সেখানে পৌঁছে ভালো আসন পেয়েছেন,Simple,0
তাদের বাড়িতে কোন আইক্রিম নেই বলে টাকাও নেই,Simple,0
সবাই ব্যস্ত থাকার কারনে একাই সিনেমা দেখতে গেলাম।,Simple,0
প্রচারটি আমার হওয়া স্বত্তেও আমার উপস্থিতি যতেষ্ট ভালো ছিলো না,Simple,0
ক্ষমতা দুর্নীতিগ্রস্ত হয় এবং পরম ক্ষমতা একেবারে দূষিত করে,Compound,2
একজন চোরকে যথেষ্ট দড়ি দিন এবং সে নিজেকে ঝুলিয়ে ফেলবে,Compound,2
ধনীদের জন্য এক আইন অথচ গরীবদের জন্য অন্য আইন।,Compound,2
"একজন পুরুষ তার যতটা বুড়ো মনে হয়না, বরং একজন মহিলা দেখতে ততটাই বৃদ্ধ",Compound,2
"অর্থ একটি ভাল চাকর, কিন্তু একটি খারাপ মালিক",Compound,2
কথা বলার একটা সময় আছে এবং চুপ থাকার একটা সময় আছে,Compound,2
"আপনি একটি ঘোড়াকে জলের দিকে নিয়ে যেতে পারেন, কিন্তু আপনি এটিকে পান করতে পারবেন না",Compound,2
"তিনি পরীক্ষায় প্রতারণা করেননি, কারণ এটি ভুল ছিল",Compound,2
"আমার সত্যিই কাজে যেতে হবে, কিন্তু আমি অসুস্থ",Compound,2
"আমি আমার ক্যালোরি গণনা করছি, কিন্তু আমি সত্যিই ডেজার্ট চাই",Compound,2
"তার টাকা ফুরিয়ে গিয়েছিল, তাই তাকে জুজু খেলা বন্ধ করতে হয়েছিল।",Compound,2
"তারা তাড়াতাড়ি সেখানে পৌঁছেছে, এবং তারা সত্যিই ভাল আসন পেয়েছে।",Compound,2
তাদের বাড়িতে কোনো আইসক্রিম অবশিষ্ট ছিল না এবং দোকানে যাওয়ার মতো টাকাও ছিল না।,Compound,2
"সবাই ব্যস্ত, তাই একাই সিনেমা দেখতে গেলাম।",Compound,2
"ভেবেছিলাম প্রচারটি আমার ছিল, এবং আমার উপস্থিতি যথেষ্ট ভাল ছিল না।",Compound,2
যদিও ক্ষমতা দুর্নীতিগ্রস্ত হয় তবে পরম ক্ষমতা একেবারে দূষিত করে,Complex,1
যত একজন চোরকে যথেষ্ট দড়ি দিন তত সে নিজেকে ঝুলিয়ে ফেলবে,Complex,1
যদিও ধনীদের জন্য এক আইন তবে গরীবদের জন্য অন্য আইন।,Complex,1
"একজন পুরুষ যতটা বুড়ো মনে হয় না, একজন মহিলা দেখতে ততটাই বৃদ্ধ",Complex,1
"যদিও অর্থ একটি ভাল চাকর, তবে একটি খারাপ মালিক",Complex,1
যেহেতে কথা বলার একটা সময় আছে সেহেতু চুপ থাকার একটা সময় আছে,Complex,1
"যদিও আপনি একটি ঘোড়াকে জলের দিকে নিয়ে যেতে পারেন, তবুও আপনি এটিকে পান করতে পারবেন না",Complex,1
"যদিও তিনি পরীক্ষায় প্রতারণা করেননি,তবে কারণ এটি ভুল ছিল",Complex,1
"যেহেতু আমার সত্যিই কাজে যেতে হবে, সেহতু আমি অসুস্থ",Complex,1
"যদিও আমি আমার ক্যালোরি গণনা করছি, তবুও আমি সত্যিই ডেজার্ট চাই",Complex,1
"যেহেতু তার টাকা ফুরিয়ে গিয়েছিল, সেহেতু তাকে জুজু খেলা বন্ধ করতে হয়েছিল।",Complex,1
"যারা তাড়াতাড়ি সেখানে পৌঁছেছে, তারা সত্যিই ভাল আসন পেয়েছে।",Complex,1
যেহেতু তাদের বাড়িতে কোনো আইসক্রিম অবশিষ্ট ছিল না সেহেতু দোকানে যাওয়ার মতো টাকাও ছিল না।,Complex,1
"যেহেতু সবাই ব্যস্ত, সেহেতু একাই সিনেমা দেখতে গেলাম।",Complex,1
"যত ভেবেছিলাম প্রচারটি আমার ছিল,তত আমার উপস্থিতি যথেষ্ট ভাল ছিল না।",Complex,1
আমাদের ক্লাস শুরু করা উচিৎ,Simple,0
অন্ধকার হওয়া স্বত্তেও আমরা কেবিনের কাছাকাছি ছিলাম না,Simple,0
বিড়ালগুলি ভাল পোষা প্রাণী বিধায় তারা পরিষ্কার,Simple,0
আমরা এশিয়া-আফ্রিকা যাই নি,Simple,0
তিনি দাঁতের ডাক্তারের কাছে না যাওয়া স্বত্তেও তিনি গিয়েছেন,Simple,0
পরিষ্কার আকাশে তারাগুলো মিটমিট করছে।,Simple,0
জো চিনির কুকি তৈরি করলে সুসান তাদের সাজিয়েছিলো,Simple,0
ঢেউ তীরে আছড়ে পড়ার কারনে একটি সুন্দর দৃশ্য ছিল,Simple,0
আবার চেক করে বইটা আগামীকাল কিনে ফেলুন,Simple,0
আমি আপনার অনুদান নিতে খুশি হওয়ার কারনে প্রশংসা করব,Simple,0
মলগুলি দুর্দান্ত জায়গা হওায়ায় এক ছাদের নীচে প্রয়োজনীয় সবকিছু খুঁজে পেতে পারি।,Simple,0
ইতালি তে আমি আগামী বছর সেখানে দুই সাপ্তাহ কাটানো পরিকল্পনা করছি,Simple,0
তিনি কুকরটাকে ভালোবেসে ট্রিট দিয়েছিলেন,Simple,0
এটা একটা কঠিন কাজ হওয়া স্বত্তেও চ্যালেঞ্জ পর্যন্ত ছিল,Simple,0
আমাদের ক্লাস শুরু করা উচিত নতুবা সবাই আসার জন্য অপেক্ষা করা উচিত,Compound,2
"অন্ধকার হয়ে আসছে, এবং আমরা তখনও কেবিনের কাছাকাছি ছিলাম না।",Compound,2
বিড়ালগুলি ভাল পোষা প্রাণী এবং তারা পরিষ্কার,Compound,2
আমরা কখনো এশিয়া ও আফ্রিকা যাইনি।,Compound,2
"তিনি দাঁতের ডাক্তারের কাছে যেতে চাননি, কিন্তু তিনি গিয়েছেন",Compound,2
আকাশ পরিষ্কার এবং তারাগুলো মিটমিট করছে।,Compound,2
জো চিনির কুকি তৈরি করে এবং সুসান তাদের সাজিয়েছে।,Compound,2
ঢেউ তীরে আছড়ে পড়ছিল এবং এটি একটি সুন্দর দৃশ্য ছিল,Compound,2
আগামীকাল আবার চেক করুন নতুবা বইটা কিনে ফেলুন,Compound,2
আমি আপনার অনুদান নিতে খুশি এবং আমি প্রশংসা করব,Compound,2
মলগুলি কেনাকাটা করার জন্য দুর্দান্ত জায়গা এবং এক ছাদের নীচে প্রয়োজনীয় সবকিছু খুঁজে পেতে পারি।,Compound,2
ইতালি আমার প্রিয় দেশ এবং আমি আগামী বছর সেখানে দুই সপ্তাহ কাটানোর পরিকল্পনা করছি।,Compound,2
তিনি কুকুরটিকে ভালোবাসতেন এবং তিনি এটিকে অনেক ট্রিট দিয়েছিলেন।,Compound,2
এটা একটা কঠিন কাজ ছিল এবং চ্যালেঞ্জ পর্যন্ত ছিল.,Compound,2
যদিও আমাদের ক্লাস শুরু করা উচিত তবুও সবাই আসার জন্য অপেক্ষা করা উচিত,Complex,1
"যখন অন্ধকার হয়ে আসছে, আমরা তখন কেবিনের কাছাকাছি ছিলাম না।",Complex,1
যেহেতু বিড়ালগুলি ভাল পোষা প্রাণী সেহেতু তারা পরিষ্কার,Complex,1
আমরা যেমন এশিয়া যাইনি তেমন আফ্রিকাও যাইনি।,Complex,1
"যদিও তিনি দাঁতের ডাক্তারের কাছে যেতে চাননি, তবুও তিনি গিয়েছেন",Complex,1
যেহেতু আকাশ পরিষ্কার সেহেতু তারাগুলো মিটমিট করছে।,Complex,1
যখন জো চিনির কুকি তৈরি করে তখন সুসান তাদের সাজিয়েছে।,Complex,1
যখন ঢেউ তীরে আছড়ে পড়ছিল তখন এটি একটি সুন্দর দৃশ্য ছিল,Complex,1
যদি আগামীকাল আবার চেক করেন তবে বইটা কিনে ফেলুন,Complex,1
যেহেতু আমি আপনার অনুদান নিতে খুশি সেহেতু আমি প্রশংসা করব,Complex,1
যেহেতু মলগুলি কেনাকাটা করার জন্য দুর্দান্ত জায়গা সেহেতু এক ছাদের নীচে প্রয়োজনীয় সবকিছু খুঁজে পেতে পারি।,Complex,1
যেহেতু ইতালি আমার প্রিয় দেশ সেহেতু আমি আগামী বছর সেখানে দুই সপ্তাহ কাটানোর পরিকল্পনা করছি।,Complex,1
যেহেতু তিনি কুকুরটিকে ভালোবাসতেন সেহেতু তিনি এটিকে অনেক ট্রিট দিয়েছিলেন।,Complex,1
যদিও এটা একটা কঠিন কাজ ছিল তবে চ্যালেঞ্জ পর্যন্ত ছিল.,Complex,1
শহরে জলাবদ্ধতার কারণে রাস্তাঘাট চলাচলের অনুপযোগী ছিল,Simple,0
তিনি না থাকা স্বত্তেও অনেকে তাকে দেখেছে,Simple,0
আমি তুষার সাদা হওয়া স্বত্তেও আমি ভেসে গেছি।,Simple,0
আমি এই বিশাল দায়িত্ব না চাইলেও এড়াতে পারবো না,Simple,0
শূকরের ডানা লাগালেও ঈগল বানাতে পারবেন না,Simple,0
আমার পৌষা ইগুয়ানার নাম ফ্লাফি,Simple,0
আমি এখানে বাবল গাম চিবিয়ে ব্যাকরণ অধ্যয়ন করতে এসেছি,Simple,0
প্রকৃতি তাড়াহুড়ো না করে সবকিছু সম্পন্ন করে,Simple,0
কাজ করার কারনে পরে খাবো,Simple,0
ইফাদ মেধাবী ছাত্র হওয়া স্বত্তেও নিয়মিত ক্লাস করে না,Simple,0
পিত থাকলে পুত্রকে খোঁজ কেনো?,Simple,0
তিনি বিদ্বান হওয়া স্বত্তেও বড়ই দুর্বিনীত,Simple,0
বিদ্বান লোককে শ্রদ্ধা করে সবাই,Simple,0
নিয়মিতভাবে খেলাধুলা করলে স্বাস্থ্য ভালো হবে,Simple,0
জন্মিলে মরতে হবে,Simple,0
আমরা বাড়ি আসলে সকাল হয়,Simple,0
আমরা স্টেশনে পৌঁছে গাড়ি পেলাম,Simple,0
কৃপণ ব্যাক্তি অলস,Simple,0
শহরে জলাবদ্ধতা ছিল এবং রাস্তাগুলো ছিল চলাচলের অনুপযোগী,Compound,2
"গতকাল তিনি সেখানে ছিলেন না কিন্তু, অনেক লোক সেখানে তাকে দেখেছে",Compound,2
"আমি তুষার সাদা ছিলাম, কিন্তু আমি ভেসে গেছি।",Compound,2
"আমি এই বিশাল দায়িত্ব চাইনি, কিন্তু আমি এটা এড়াতে পারবো না",Compound,2
"আপনি একটি শূকরের উপর ডানা লাগাতে পারেন, কিন্তু আপনি এটি ঈগল বানাতে পারবেন না",Compound,2
আমার একটি পোষা ইগুয়ানা আছে এবং তার নাম ফ্লাফি।,Compound,2
আমি এখানে বাবল গাম চিবাতে এবং ব্যাকরণ অধ্যয়ন করতে এসেছি।,Compound,2
"প্রকৃতি তাড়াহুড়ো করে না, কিন্তু সবকিছু সম্পন্ন হয়",Compound,2
"আমি এখন কাজ করছি, তবে আমরা পরে খাব।",Compound,2
ইফাদ অনেক মেধাবী ছাত্র কিন্তু নিয়মিত ক্লাস করে না,Compound,2
তিনি বিদ্বান বটে কিন্তু বড়ই দুর্বিনীত,Compound,2
বিদ্বান হও তবে লোকে শ্রদ্ধা করবে,Compound,2
নিয়মিতভাবে খেলাধুলা করো এবং স্বাস্থ্য ভালো হবে,Compound,2
জন্মগ্রহণ করেছে অতএব মরতে হবে,Compound,2
আমরা বাড়ি এসেছি আর সকাল হয়েছে,Compound,2
আমরা স্টেশনে পৌঁছলাম আর গাড়িও পেলাম,Compound,2
সে কৃপণ এবং অলস,Compound,2
যানজট তাই গাড়ি চলাচলে অসুবিধা হচ্ছে,Compound,2
যেহেতু শহরে জলাবদ্ধতা ছিল সেহেতু রাস্তাগুলো ছিল চলাচলের অনুপযোগী,Complex,1
যদিও গতকাল তিনি সেখানে ছিলেন না তবুও অনেক লোক সেখানে তাকে দেখেছে,Complex,1
"যদিও আমি তুষার সাদা ছিলাম, তবুও আমি ভেসে গেছি।",Complex,1
"যদিও আমি এই বিশাল দায়িত্ব চাইনি, তবে আমি এটা এড়াতে পারবো না",Complex,1
"যদিও আপনি একটি শূকরের উপর ডানা লাগাতে পারেন, তবে আপনি এটি ঈগল বানাতে পারবেন না",Complex,1
যার একটি পোষা ইগুয়ানা আছে তার নাম ফ্লাফি।,Complex,1
যখন আমি এখানে বাবল গাম চিবিয়েছে তখন ব্যাকরণ অধ্যয়ন করতে এসেছি।,Complex,1
"যদিও প্রকৃতি তাড়াহুড়ো করে না, তবুও সবকিছু সম্পন্ন হয়",Complex,1
"যদিও আমি এখন কাজ করছি, সেহেতু আমরা পরে খাব।",Complex,1
যদিও ইফাদ অনেক মেধাবী ছাত্র তবুও নিয়মিত ক্লাস করে না,Complex,1
যদিও তিনি বিদ্বান তবুও বড়ই দুর্বিনীত,Complex,1
যদি বিদ্বান হও তবে লোকে শ্রদ্ধা করবে,Complex,1
যদি নিয়মিত ব্যায়াম কর তাহলে স্বাস্থ্য ভাল হবে,Complex,1
যখন জন্মগ্রহণ করেছে তখন মরতে হবে,Complex,1
আমরা যখন বাড়ি এসেছি তখন সকাল হয়েছে,Complex,1
আমরা যখন স্টেশনে পৌঁছলাম তখন গাড়ি পেলাম,Complex,1
সে যেমন কৃপণ তেমন অলস,Complex,1
শৈশবে তার দাদা মারা যায়,Simple,0
শৈশবে তার মা মারা যায়,Simple,0
শৈশবে তার দিদা মারা যায়,Simple,0
শৈশবে তার আঙ্কেল মারা যায়,Simple,0
কুয়াশা থাকায় গাড়ি চলাচলে অসুবিধা হচ্ছে,Simple,0
শৈশবে এবং দাদা মারা যায়,Compound,2
শৈশবে এবং মা মারা যায়,Compound,2
শৈশবে এবং দিদা মারা যায়,Compound,2
শৈশবে এবং আঙ্কেল মারা যায়,Compound,2
কুয়াশা ফলে গাড়ি চলাচলে অসুবিধা হচ্ছে,Compound,2
যখন তার শৈশবকাল তখন তার দাদা মারা যান,Complex,1
যখন তার শৈশবকাল তখন তার মা মারা যান,Complex,1
যখন তার শৈশবকাল তখন তার দিদা মারা যান,Complex,1
যখন তার শৈশবকাল তখন তার আঙ্কেল মারা যান,Complex,1
যেহেতু কুয়াশা সেহেতু গাড়ি চলাচলে অসুবিধা হচ্ছে,Complex,1
কুয়াশা থাকায় জাহাজ চলাচলে অসুবিধা হচ্ছে,Simple,0
অপরাধী হয়ে তিনি আত্মগোপন করেন।,Simple,0
চোর হয়ে তিনি আত্মগোপন করেন,Simple,0
নির্দোষ হওয়ায় সে কখনো পালিয়ে যাওয়ার কথা ভাবেনি,Simple,0
চোর হওয়ায় সে পালিয়ে যাওয়ার কথা ভাবে,Simple,0
কারাগারে পাঠানোর পাশাপাশি তাকে ব্যাপক জরিমানা করা হয়।,Simple,0
বৃদ্ধ এক কোণে বসে মদ্যপান করলেন।,Simple,0
কুয়াশা ফলে জাহাজ চলাচলে অসুবিধা হচ্ছে,Compound,2
সে অপরাধী ছিল এবং আত্মগোপনে চলে যায়।,Compound,2
সে চোর এবং সে আত্মগোপন করার কথা ভাবে,Compound,2
তিনি নির্দোষ ছিলেন এবং কখনও পালিয়ে যাওয়ার কথা ভাবেননি।,Compound,2
চোর এবং সে পালিয়ে যাওয়ার কথা ভাবে,Compound,2
"তাকে শুধু কারাগারে পাঠানো হয়নি, বরং জরিমানাও করা হয়েছে।",Compound,2
বৃদ্ধ এক কোণে বসলেন এবং মদ্যপান করলেন।,Compound,2
যেহেতু কুয়াশা সেহেতু জাহাজ চলাচলে অসুবিধা হচ্ছে,Complex,1
যদিও সে অপরাধী ছিল সেহেতু আত্মগোপনে চলে যায়।,Complex,1
যেহেতু তিনি চোর সেহেতু আত্মগোপন করেন,Complex,1
যদিও তিনি নির্দোষ ছিলেন তবুও কখনও পালিয়ে যাওয়ার কথা ভাবেননি।,Complex,1
যেহেতু চোর সেহেতু সে পালিয়ে যাওয়ার কথা ভাবে,Complex,1
"যখন তাকে শুধু কারাগারে পাঠানো হলো, তখন জরিমানাও করা হয়েছে।",Complex,1
যখন বৃদ্ধ এক কোণে বসলেন তখন মদ্যপান করলেন।,Complex,1
বৃদ্ধ ট্রেনের এক কোণে বসে টাকা দিলেন,Simple,0
এক বন্ধুর হস্তক্ষেপে তিনি পরে জেল থেকে ছাড়া পান।,Simple,0
গ্রেফতারের ভয়ে সে পালিয়ে যায়,Simple,0
বাড়িতে এসে সে সকালের খাবার খেয়েছে,Simple,0
অফিসে গিয়ে প্রবন্ধ লিখব।,Simple,0
ভার্সিটিতে গিয়ে সে ক্লাস করবে,Simple,0
সুন্দরী হওয়ার পাশাপাশি মেয়েটি বুদ্ধিমান।,Simple,0
বৃদ্ধ ট্রেনের এক কোণে বসলেন এবং টাকা দিলেন।,Compound,2
এক বন্ধু হস্তক্ষেপ করেন এবং পরে তিনি জেল থেকে মুক্তি পান।,Compound,2
গ্রেফতারের ভয় পায় এবং সে পালিয়ে যায়,Compound,2
তিনি বাড়িতে আসলেন এবং সকালের খাবার খেয়েছেন।,Compound,2
অফিসে যাবো এবং প্রবন্ধ লিখব।,Compound,2
ভার্সিটিতে যাবে এবং ক্লাস করবে,Compound,2
মেয়েটি শুধু সুন্দরীই নয় অথচ বুদ্ধিমানও বটে,Compound,2
যখন বৃদ্ধ ট্রেনের এক কোণে বসলেন তখন টাকা দিলেন।,Complex,1
যেহেতু এক বন্ধু হস্তক্ষেপ করেন সেহেতু তিনি জেল থেকে মুক্তি পান।,Complex,1
পালিয়ে যাওয়ার আশঙ্কা ছিল সেহেতু তাকে গ্রেফতার করে ,Complex,1
যখন তিনি বাড়িতে আসলেন তখন সকালের খাবার খেয়েছেন।,Complex,1
যখন অফিসে যাবো তখন প্রবন্ধ লিখব।,Complex,1
সে যখন ভার্সিটিতে যাবে তখন ক্লাস করবে,Complex,1
যদিও মেয়েটি শুধু সুন্দরীই নয় তবুও বুদ্ধিমান বটে,Complex,1
মেধাবী ছাত্রী হওয়ার পাশাপাশি সে একজন ভালো খেলোয়াড়।,Simple,0
একজন ভালো লেখক হওয়ার পাশাপাশি তিনি একজন অসামান্য লেকচারার।,Simple,0
দারিদ্র থাকা সত্ত্বেও ডাকপিয়ন কখনোই তার দায়িত্ব এড়ায় না।,Simple,0
অসুস্থতা সত্ত্বেও তিনি পরীক্ষায় বসেছিলেন।,Simple,0
পরীক্ষায় ভাল নম্বর পেতে আপনাকে অবশ্যই কঠোর অধ্যয়ন করতে হবে।,Simple,0
দৌড় জিততে তাকে দ্রুত দৌড়াতে হবে।,Simple,0
পরীক্ষায় ব্যর্থতা এড়াতে আপনাকে অবশ্যই কঠোর অধ্যয়ন করতে হবে,Simple,0
দৌড়ে হার এড়াতে তাকে দ্রুত দৌড়াতে হবে।,Simple,0
"সে শুধু মেধাবী ছাত্রীই নয়, একজন ভালো গায়িকাও বটে।",Compound,2
তিনি একজন ভালো লেখক এবং একজন অসামান্য লেকচারারও বটে,Compound,2
"ডাকপিয়ন দরিদ্র, কিন্তু সে কখনই তার দায়িত্ব এড়ায় না",Compound,2
তিনি অসুস্থ হলেও কিন্তু পরীক্ষায় বসেছিলেন।,Compound,2
কঠোর অধ্যয়ন করতে হবে অন্যথায় আপনি পরীক্ষায় ভাল নম্বর পাবেন না।,Compound,2
"তাকে দ্রুত দৌড়াতে হবে অন্যথায়, সে রেস জিততে পারবে না।",Compound,2
আপনাকে অবশ্যই কঠোর অধ্যয়ন করতে হবে অন্যথায় আপনি পরীক্ষায় ফেল করবেন,Compound,2
তাকে দ্রুত দৌড়াতে হবে অন্যথায় সে রেস হারাবে।,Compound,2
"যে মেধাবী ছাত্রী , সে একজন ভালো গায়িকাও বটে।",Complex,1
যিনি একজন অসামান্য লেকচারার তিনি একজন ভালো লেখক,Complex,1
"যদিও ডাকপিয়ন দরিদ্র, তবুও সে কখনই তার দায়িত্ব এড়ায় না",Complex,1
যিনি পরীক্ষায় বসেছিলেন তিনি অসুস্থ ছিলেন,Complex,1
যদি অধ্যয়ন না করেন তবে আপনি পরীক্ষায় ভাল নম্বর পাবেন না।,Complex,1
যদি দ্রুত না দৌড়ান তবে সে রেস জিততে পারবে না।,Complex,1
যদি অধ্যয়ন না করেন তবে আপনি পরীক্ষায় ফেল করবেন।,Complex,1
যদি দ্রুত না দৌড়ান তবে সে রেস হারবেন,Complex,1
গ্রেফতার এড়াতে অপরাধীকে পালিয়ে যেতে হবে।,Simple,0
অপরাধী হয়ে সে পালিয়ে যায়।,Simple,0
খুব খুশি হয়ে সে নাচতে শুরু করল।,Simple,0
বস তার কঠোর পরিশ্রমের জন্য প্রশংসা করেছিলেন।,Simple,0
মিষ্টি কন্ঠের জন্য এই গায়িকা মানুষের কাছে খুবই জনপ্রিয়।,Simple,0
সে এখানে আমার সাথে খেলা করতে এসেছে।,Simple,0
ভালো নম্বর পাওয়ার জন্য সে কষ্ট করে পড়াশোনা করেছে।,Simple,0
দেরী হওয়ার ক্ষেত্রে আপনাকে মিটিংয়ে অংশ নিতে দেওয়া হবে না,Simple,0
অলস হওয়ার ক্ষেত্রে আপনাকে দলে অনুমতি দেওয়া হবে না।,Simple,0
অসুস্থ থাকায় মিটিংয়ে যেতে পারিনি।,Simple,0
খুব ভালো অভিনয় করে প্রথম পুরস্কার পেলাম।,Simple,0
পুলিশকে দেখে খেলোয়াড় পালিয়ে যায়।,Simple,0
চিকেন কারি আসার পর আমরা দুপুরের খাবার খেতে লাগলাম।,Simple,0
আবহাওয়া খুব খারাপ হওয়ায় আমরা যাত্রা শুরু করিনি।,Simple,0
শো শেষ হলে আমরা বাসায় ফিরে আসি,Simple,0
মিটিং থাকায় তিনি আসতে পারেননি,Simple,0
সততার কারণে তিনি সবার কাছে প্রিয় ছিলেন।,Simple,0
ডাক্তার হাসপাতালের একটি কোয়ার্টারে থাকতেন।,Simple,0
খুব শক্তিশালী একটি গরু এই জমি চাষ করতে পারে।,Simple,0
গুরুত্ব সহকারে অধ্যয়নরত শিক্ষার্থীরা ভালো নম্বর পেতে পারে।,Simple,0
সে অপরাধী ছিল এবং সে পালিয়ে গিয়েছিল।,Compound,2
"তিনি খুব খুশি, এবং তিনি নাচ শুরু করেন",Compound,2
"তিনি কঠোর পরিশ্রম করেছিলেন, এবং বস তার প্রশংসা করেছিলেন।",Compound,2
"গায়কের কণ্ঠ মিষ্টি, তাই তিনি মানুষের মধ্যে খুব জনপ্রিয়।",Compound,2
তিনি এখানে এসে আমার সাথে খেলা করলেন।,Compound,0
সে কঠোর অধ্যয়ন করেছে এবং ভাল নম্বর পেয়েছে।,Compound,2
আপনি অবশ্যই দেরী করবেন না অন্যথায় আপনাকে মিটিংয়ে অংশগ্রহণের অনুমতি দেওয়া হবে না।,Compound,2
আপনি অবশ্যই অলস হবেন না অন্যথায় আপনাকে দলে অনুমতি দেওয়া হবে না।,Compound,2
আমি অসুস্থ ছিলাম তাই সভায় উপস্থিত হতে পারিনি।,Compound,2
আমি খুব ভালো অভিনয় করেছি এবং আমি প্রথম পুরস্কার পেয়েছি।,Compound,2
পুলিশকে দেখলো এবং খেলোয়াড় পালিয়ে যায়।,Compound,2
চিকেন কারি এলো এবং আমরা দুপুরের খাবার খেতে শুরু করলাম,Compound,2
আবহাওয়া খুব খারাপ তদাপি আমরা যাত্রা শুরু করিনি।,Compound,2
শো শেষ এবং আমরা বাড়িতে ফিরে এলাম.,Compound,2
মিটিং ছিলো তাই তিনি আসতে পারেননি,Compound,2
তার সততা ছিলো এবং সবার কাছে প্রিয় ছিলো,Compound,2
ডাক্তার হাসপাতালে ছিলেন এবং একটি কোয়ার্টারে থাকতেন,Compound,2
খুব শক্তিশালী একটি গরু এবং জমি চাষ করতে পারে।,Compound,2
গুরুত্ব সহকারে পড়বে এবং ভালো নম্বর পেতে পারে।,Compound,2
যেহেতু সে অপরাধী ছিল সেহেতু সে পালিয়ে গিয়েছিল।,Complex,1
"যখন তিনি খুব খুশি, তখন তিনি নাচ শুরু করেন",Complex,1
"যখন তিনি কঠোর পরিশ্রম করেছিলেন, তখন বস তার প্রশংসা করেছিলেন।",Complex,1
"যেহেতু গায়কের কণ্ঠ মিষ্টি, সেহেতু তিনি মানুষের মধ্যে খুব জনপ্রিয়।",Complex,1
যখন তিনি এখানে আসেন তখন আমার সাথে খেলা করলেন।,Complex,1
যখন সে কঠোর অধ্যয়ন করেছে তখন ভাল নম্বর পেয়েছে।,Complex,1
যদি দেরি করেন তবে আপনাকে মিটিংয়ে অংশগ্রহণের অনুমতি দেওয়া হবে না।,Complex,1
যখন আপনি অলস হবেন তখন আপনাকে দলে অনুমতি দেওয়া হবে না।,Complex,1
যেহেতু আমি অসুস্থ ছিলাম সেহেতু সভায় উপস্থিত হতে পারিনি।,Complex,1
যেহেতু আমি খুব ভালো অভিনয় করেছি সেহেতু আমি প্রথম পুরস্কার পেয়েছি।,Complex,1
যখন পুলিশকে দেখলো তখন খেলোয়াড় পালিয়ে যায়।,Complex,1
যখন চিকেন কারি এলো তখন আমরা দুপুরের খাবার খেতে শুরু করলাম,Complex,1
যেহেতু আবহাওয়া খুব খারাপ সেহেতু আমরা যাত্রা শুরু করিনি।,Complex,1
যেহেতু শো শেষ সেহেতু আমরা বাড়িতে ফিরে এলাম.,Complex,1
যেহেতু মিটিং ছিলো সেহেতু তিনি আসতে পারেননি,Complex,1
যেহেতু তাঁর সততা ছিল সেহেতু তিনি সকলের কাছে প্রিয় ছিলেন।,Complex,1
যখন ডাক্তার হাসপাতালে ছিলেন তখন একটি কোয়ার্টারে থাকতেন,Complex,1
যদিও গরু খুব শক্তিশালী তবুও জমি চাষ করতে পারে।,Complex,1
যেই শিক্ষার্থী গুরুত্ব সহকারে অধ্যয়ন করে সেই ভালো নম্বর পেতে পারে।,Complex,1
মাঝরাতে নির্মাণের শব্দে আমার ঘুম ভেঙে যায়।,Simple,0
গরমে আমরা বিভিন্ন ধরনের আম খেতে পারি।,Simple,0
ছয় বছর বয়সে তিনি দেশত্যাগ করেন।,Simple,0
বৃষ্টির সময় আমরা কফিশপে বসে ছিলাম।,Simple,0
তাদের পড়াশুনার সময় শিক্ষক এসেছিলেন।,Simple,0
আমার চা খাওয়ার সময় সে এলো।,Simple,0
জীবনে সংগ্রাম না করে আপনি আপনার লক্ষ্য অর্জন করতে পারবেন না।,Simple,0
